Mixture,Malignant,Endothelial cells,CAF,T cells CD8,NK cells,Macrophages,T cells CD4,B cells,P-value,Correlation,RMSE
TCGA-BF-A5ER-01A-12R-A27Q-07,0.915576304660746,0,0.0566748969618004,0,0,0.0130566889614445,0,0.0146921094160092,0,0.33162249943689,0.944382353475683
TCGA-BF-A5ES-01A-11R-A27Q-07,0.879154510977208,0,0.0733933044284257,0.00121426123561364,0,0.0367783989136594,0,0.00945952444509269,0,0.405880694608864,0.915949799198981
TCGA-BF-A9VF-01A-11R-A37K-07,0.986286706002498,0.000208384646064924,0.00421963145774994,0.00127746765216034,0,0.00597359616475829,0,0.00203421407676794,0,0.559585489434745,0.851902471623295
TCGA-BF-AAOU-01A-12R-A39D-07,0.799069425051388,0,0.157405797926126,3.70700587606722e-05,0,0.0258770622026622,0,0.0176106447610638,0,0.57422282907463,0.849386040724461
TCGA-BF-AAOX-01A-11R-A39D-07,0.942347136717374,0.000303843251024217,0.0170081191535944,0.00775718721028087,0,0.00592222300634204,0,0.0266614906613842,0,0.319872017043231,0.948981155036821
TCGA-BF-AAP0-06A-11R-A39D-07,0.560421796667445,0.0241699662994932,0.121700467845418,0.0548033472957841,0,0.108327772692038,0,0.130576649199822,0,0.623015785459005,0.805427532386797
TCGA-BF-AAP1-01A-11R-A39D-07,0.954852288825457,0,0.0245598319621239,0,0,0.016869239385215,0,0.00371863982720398,0,0.371809954822493,0.929192148021337
TCGA-BF-AAP2-01A-11R-A40A-07,0.924663368081337,0.000357565101524634,0.02744362062132,0.000888290716305755,0,0.0300471796961537,0.00408729009204008,0.012512685691319,0,0.498341550568201,0.87915858104368
TCGA-BF-AAP4-01A-11R-A40A-07,0.82894156172548,0.0009980371527477,0.0329378335503392,0.0523080865053023,0,0.0653479333998155,0,0.0194665476663158,0,0.508223702658053,0.875079789532118
TCGA-BF-AAP6-01A-11R-A40A-07,0.909763417004006,0,0.0685634600062549,0,0,0.0124810618941676,0,0.00919206109557174,0,0.384233476597233,0.924409926814405
TCGA-BF-AAP7-01A-11R-A40A-07,0.735743267453139,0.00216722676385378,0.0927969501779349,0.0470809129733628,0,0.100707923777821,0,0.0215037188538878,0,0.625445527169876,0.818170646372259
TCGA-BF-AAP8-01A-11R-A40A-07,0.775052509427734,0.00094689290778238,0.114006043180148,0.00278248424451295,0,0.0822806179935099,0,0.0249314522463133,0,0.357561102023038,0.934279933093078
TCGA-D3-A1Q1-06A-21R-A18T-07,0.948998446347056,0,0.032825650445969,0,0,0.0181759032069754,0,0,0,0.285313351663659,0.962177412461881
TCGA-D3-A1Q3-06A-11R-A18T-07,0.778046933575052,0.0475752192734627,0.0540322698672824,0,0,0.0530841248710046,0.0127266130193288,0.05453483939387,0,0.428018666860337,0.907716316944695
TCGA-D3-A1Q4-06A-11R-A18T-07,0.374712686839658,0.0241163816537828,0.516666254493267,0.0075496816894157,0,0.0344442478521365,0,0.0425107474717405,0,0.485568312761346,0.874586338892838
TCGA-D3-A1Q5-06A-11R-A18T-07,0.379748385029993,0.0182691695390017,0.577768920003917,0,0,0.00724287198884358,0,0.0169706534382452,0,0.470876405199264,0.882170438071561
TCGA-D3-A1Q6-06A-11R-A18T-07,0.713405794941246,0,0.237641354642254,2.98365952440709e-05,0,0.0275404505707387,0,0.0213825632505167,0,0.39118986030852,0.92105405149065
TCGA-D3-A1Q7-06A-11R-A18T-07,0.399041762705442,0.00374107333120289,0.179175415180301,0.0730331273168534,0,0.281503704280524,0,0.0635049171856775,0,0.49659042717087,0.886156263607317
TCGA-D3-A1Q8-06A-11R-A18T-07,0.499345935309044,0.0180369202862365,0.333372273718675,0.00038781453096925,0,0.12452153084606,0,0.0243355253090153,0,0.437804168910615,0.898937542902327
TCGA-D3-A1Q9-06A-11R-A18T-07,0.850428425895365,0.000192473381823599,0.0419088907551588,0.0159900500314192,0,0.0640776550827652,0,0.0274025048534681,0,0.41659895247668,0.911181423069095
TCGA-D3-A1QA-07A-11R-A37K-07,0.913234510458865,0,0.0253838352822144,0,0,0.0345299131847402,0,0.0268517410741808,0,0.380976547958431,0.925598424257365
TCGA-D3-A1QA-06A-11R-A18T-07,0.94677827220735,0,0.0193502821352632,0,0,0.0236025040103916,0,0.0102689416469957,0,0.495024720927372,0.880076723141099
TCGA-D3-A1QB-06A-11R-A18T-07,0.547332785330926,0,0.0250429095832158,0.115973157573186,0,0.252785442473318,0,0.0588657050393546,0,0.620662355403017,0.784059786051185
TCGA-D3-A2J6-06A-11R-A18T-07,0.842906643596696,0.000209918226272162,0.025313938327081,0.0350837390938296,0,0.047024658982485,0,0.0494611017736361,0,0.376898139067839,0.927185179350407
TCGA-D3-A2J7-06A-11R-A18T-07,0.848373361141378,0.00024347417546606,0.0893273092779347,0.0139165199074892,0,0.0319549342542454,0,0.0161844012434871,0,0.734916147827838,0.781856062473935
TCGA-D3-A2J8-06A-11R-A18T-07,0,0.0291968148229763,0.519437761121361,0.11955855863008,0,0.212262529945874,0.000674065113982497,0.118870270365727,0,0.478050072808474,0.901937341012853
TCGA-D3-A2J9-06A-11R-A18T-07,0.300720902945242,0.0186289102950173,0.0933340793938412,0.153834670528919,0,0.216632486942926,0.0392648029138997,0.177584146980155,0,0.777817376571065,0.640701876253474
TCGA-D3-A2JA-06A-11R-A18T-07,0.419471064777986,0.000391883954736214,0.413794893907093,0.00818829830112302,0,0.1526526228846,0,0.00550123617446193,0,0.416959019773814,0.912022507049129
