Mixture,Malignant,Endothelial cells,CAF,T cells CD8,NK cells,Macrophages,T cells CD4,B cells,P-value,Correlation,RMSE
TCGA-D3-A2JB-06A-11R-A18T-07,0.445122333852567,0.0356880510431533,0.057167625907305,0.0124933429867572,0,0.0841343844783718,0.0469766007734,0.318417660958446,0,0.464290252361783,0.887963495778389
TCGA-D3-A2JC-06A-11R-A18T-07,0.850864763243217,0,0.0601859925886769,0.00462859412767175,0,0.0695792466388366,0.000388599966652338,0.0143528034349454,0,0.645942429772451,0.813394921759653
TCGA-D3-A2JD-06A-11R-A18T-07,0.753873712895829,0.0147593876548503,0.0596444137800661,0.00464870421518474,0,0.0245297389747239,0,0.142544042479346,0,0.550020393894691,0.8590157913531
TCGA-D3-A2JE-06A-11R-A37K-07,0.864148946978806,5.3845977607252e-05,0.117125451858827,0,0,0.00732641356784821,0,0.0113453416169116,0,0.282708715526358,0.962130473031688
TCGA-D3-A2JF-06A-11R-A18S-07,0.721723596684359,0.00426065728858345,0.0823516278360982,0.0337856178178901,0,0.0626312695422803,0,0.0952472308307885,0,0.761812486661157,0.759544180588786
TCGA-D3-A2JG-06A-11R-A18T-07,0.909613701758576,0,0.0739665409888706,0,0,0.0111920566499537,0,0.00522770060259923,0,0.256383915579321,0.972210208505957
TCGA-D3-A2JH-06A-11R-A18T-07,0.628727674182205,0.000235727695624811,0.0441448217620537,0.109776913614155,0,0.183334461305699,0,0.0337804014402624,0,0.733528008541796,0.721957197272188
TCGA-D3-A2JK-06A-11R-A18S-07,0.828186514869971,0.00205349362165455,0.10650793126611,0,0.000259602703229606,0.0413875807253178,0.00317650995260093,0.0184283668611151,0,0.512152773844182,0.874386706253635
TCGA-D3-A2JL-06A-11R-A18S-07,0.790369215148223,2.24139161410731e-05,0.0378590925177611,0.0616647431498115,0,0.064946977326614,0,0.0451375579414491,0,0.469230796325855,0.890703388006623
TCGA-D3-A2JN-06A-11R-A18S-07,0.492462750726142,0.0194270232226602,0.365059885000124,0.0270014963060815,0,0.0514814913441591,0,0.0445673534008333,0,0.438545288680591,0.899726982427051
TCGA-D3-A2JO-06A-11R-A18S-07,0.604693013465514,0.000370362988546938,0.0620330283459726,0.0965954762893862,0,0.178443321855939,0,0.0578647970546413,0,0.510892403385361,0.859834948826024
TCGA-D3-A2JP-06A-11R-A18S-07,0.713213015165943,0.00111530513824673,0.178373276138446,0.0137610942159754,0,0.0916712311704024,0.0018660781709866,0,0,0.598051474761892,0.831654791629798
TCGA-D3-A3BZ-06A-12R-A18S-07,0.258983662298297,0.0666351520549166,0.435788872637569,0.0415810829292931,0,0.081929764776039,0,0.115081465303886,0,0.500837730678874,0.86604061614152
TCGA-D3-A3C1-06A-12R-A18S-07,0.791507451355892,0.00232787951919009,0.149183132461969,0,0,0.0471678730194204,0,0.00981366364352849,0,0.467070925092656,0.891704046810487
TCGA-D3-A3C3-06A-12R-A18S-07,0.770585357147292,0,0.0914299408408351,0.0102594934671864,0,0.104505129027987,0.0154132885126458,0.00780679100405397,0,0.475249581173871,0.884782484538926
TCGA-D3-A3C6-06A-12R-A18U-07,0.927827546035368,0,0.064176653089431,0,0,0.0079958008752008,0,0,0,0.603880008398116,0.834928773266218
TCGA-D3-A3C7-06A-11R-A18U-07,0.647755682741225,0.000639160728710265,0.21181747623066,0.0150998545179315,0,0.124687825781474,0,0,0,0.576531515242947,0.833810922878417
TCGA-D3-A3C8-06A-12R-A18S-07,0.21165062520923,0.00660120019023492,0.138901104440408,0.279833203004518,0,0.26085526399881,0,0.102158603156798,0,0.89531252597454,0.48897990226985
TCGA-D3-A3CB-06A-11R-A18S-07,0.383371327910297,0.0154678956620072,0.104384275048865,0.0702416814155093,0,0.271734342738578,0.000699502021689067,0.154100975203055,0,0.53237194401686,0.867494605096321
TCGA-D3-A3CC-06A-11R-A18S-07,0.822196369440266,0,0.121045730723232,0,0,0.0458741430969203,0,0.0108837567395808,0,0.339666337354609,0.941022263599244
TCGA-D3-A3CE-06A-11R-A18S-07,0.710872364920124,0.000484749833602314,0.063254438309969,0.0289234960702191,0,0.149585711196188,0,0.0468792396698981,0,0.419419414137309,0.908504667908104
TCGA-D3-A3CF-06A-11R-A18T-07,0.696622726594492,0.0213619369076756,0.0649204319854639,0.0140280025211733,0,0.0720255051354459,0,0.131041396855749,0,0.590122757764337,0.832290355382732
TCGA-D3-A3ML-06A-11R-A21D-07,0.999817920416476,0,0.000182079583523967,0,0,0,0,0,0,0.597768478139241,0.834357692176864
TCGA-D3-A3MO-06A-11R-A21D-07,0.779091716459732,0,0.210991659558962,0,0,0.00991662398130598,0,0,0,0.415710352708704,0.911578429235814
TCGA-D3-A3MR-06A-11R-A21D-07,0.600874117305161,0.00755251219404105,0.124908190615072,0.0641808375665111,0,0.138688860537208,0,0.0637954817820074,0,0.380200717043552,0.926819923137624
TCGA-D3-A3MU-06A-11R-A21D-07,0.731000406831023,0.00127030731312918,0.146336746289839,0.017952073791657,0,0.0539503122892056,0,0.0494901534851467,0,0.401163700251337,0.917503971414352
TCGA-D3-A3MV-06A-11R-A21D-07,0.858739597125326,0,0.118889762645855,0,0,0.0223706402288184,0,0,0,0.42741408585409,0.907632648136279
TCGA-D3-A51E-06A-11R-A266-07,0.781091052816251,0.000220373066089954,0.032248688601741,0.0373234040005725,0,0.108410270795362,0,0.0407062107199837,0,0.389225504636917,0.921567367169153
TCGA-D3-A51F-06A-11R-A266-07,0.234564881520982,0.00199907302579938,0.205041684801141,0.179997910216806,0,0.346390294445664,0,0.0320061559896075,0,0.827654953104077,0.563014931662237
TCGA-D3-A51G-06A-11R-A266-07,0.481704991016423,0,0.450893340480843,0.01334204439232,0,0.0363037006593887,0,0.0177559234510255,0,0.459282340638786,0.888815141114304
TCGA-D3-A51H-06A-12R-A266-07,0.184418019798097,0.0242690144164827,0.0785559277931616,0,0,0.0452636294835542,0.085568407740442,0.581925000768263,0,0.890483555389668,0.494001932332796
TCGA-D3-A51J-06A-11R-A266-07,0.684647668189442,0.00121033758674288,0.0682675781378417,0.059782437326391,0,0.122133931325927,0,0.0639580474336545,0,0.49402068179586,0.872874267888988
TCGA-D3-A51K-06A-11R-A266-07,0.75974008465852,0,0.0276992092399493,0.0175040929701917,0,0.105344966875796,0,0.0897116462555428,0,0.272503570794481,0.973417079927715
TCGA-D3-A51N-06A-11R-A266-07,0.791478591952512,0.0114653401778016,0.0600902960279515,0,0,0.126996897670753,0.00319608305589827,0.0067727911150835,0,0.62517089344202,0.809692183684042
TCGA-D3-A51R-06A-11R-A266-07,0.159024769566683,0,0.779534256621669,0.0344512089238228,0,0.000887307932500068,0,0.026102456955325,0,0.279872031260517,1.01166992374076
TCGA-D3-A51T-06A-11R-A266-07,0.853092273925805,0.000436062761439037,0.0803662168863203,0.00255257581422254,0,0.0391566501283051,0.000760131342177478,0.0236360891417306,0,0.582310620325407,0.845616024400992
TCGA-D3-A5GL-06A-11R-A27Q-07,0.95917880978521,0,0.0324940603341332,0,0,0.00832712988065716,0,0,0,0.59542545671632,0.837443044365732
TCGA-D3-A5GN-06A-11R-A27Q-07,0.742638261292606,0.000595263622092428,0.173051073632588,0.00759183386322957,0,0.0523494357819375,0,0.0237741318075464,0,0.453587830450452,0.896831304876604
TCGA-D3-A5GO-06A-12R-A27Q-07,0.805286107855978,0.0031424351905329,0.0970512758537351,0.0170832817482499,0,0.0446932810773415,0,0.0327436182741628,0,0.73045901398938,0.783476989416809
TCGA-D3-A5GR-06A-11R-A27Q-07,0.48728336229737,0.0337070046471381,0.250260405827335,0.0136570860747537,0,0.0704230664366424,0,0.144669074716761,0,0.441023757753223,0.898083975968561
TCGA-D3-A5GS-06A-11R-A27Q-07,0.75690276404147,0.000629112267664146,0.0772009833597616,0.0282982567147234,0,0.101086952487839,0,0.0358819311285424,0,0.578591012783616,0.837798143134818
TCGA-D3-A5GT-01A-12R-A311-07,0.969424224126442,0,0.0172937496357456,0,0,0.00760565544839234,0.000187759387971078,0.00548861140144907,0,0.439870134507655,0.902236298651468
TCGA-D3-A5GU-06A-11R-A27Q-07,0.833018027695842,0.000372439842769504,0.0370614193911276,0,0,0.0977592835967585,0,0.0317888294735025,0,0.626454776876934,0.813992083126944
TCGA-D3-A8GB-06A-11R-A37K-07,0.522655385771803,0.00899409379009895,0.222157160826147,0.0608468254156776,0,0.0710554455213763,0,0.114291088674897,0,0.717993820854827,0.770598961368115
TCGA-D3-A8GC-06A-11R-A37K-07,0.852233614015858,0,0.0820050025570619,0,0,0.0373567340394444,0,0.0284046493876355,0,0.246783131938312,0.975233063907393
TCGA-D3-A8GD-06A-11R-A37K-07,0.532981005157348,0.00860968335000816,0.0373268693140746,0.0847091850036823,0,0.165187834290976,0,0.171185422883911,0,0.709401588947992,0.722878698071421
TCGA-D3-A8GE-06A-11R-A37K-07,0.123272239100277,0.00313732547470114,0.695869722609523,0.0322212329747577,0,0.0773586258795206,0,0.0681408539612207,0,0.361972047584627,0.956988378632771
TCGA-D3-A8GI-06A-11R-A37K-07,0.799858972242422,0.00078346231688141,0.160714516112843,0,0,0.0300251305482243,0,0.00861791877962912,0,0.319598197798555,0.948392661809929
TCGA-D3-A8GJ-06A-11R-A37K-07,0.595593345764029,0.000560275361801039,0.057576655603822,0.129151594108396,0,0.165189365605718,0,0.0519287635562338,0,0.52962030304761,0.850224917696818
TCGA-D3-A8GK-06A-11R-A37K-07,0.973925786891564,0,0.0178671011408326,0,0,0.00231861640320904,0,0.00588849556439426,0,0.304637420799051,0.955239453272545
TCGA-D3-A8GL-06A-11R-A37K-07,0.982055439795536,0,0.0145075487547689,0,0,0.000188519444320449,0,0.00324849200537433,0,0.371350053286356,0.929456891455022
TCGA-D3-A8GM-06A-11R-A37K-07,0.820978073407686,0.00163710905962179,0.0537720726772974,0.026085619657182,0,0.0502092244537027,0,0.0473179007445098,0,0.351983863320752,0.936517782135025
TCGA-D3-A8GN-06A-11R-A37K-07,0.616068770623839,0.0039099163387622,0.129365930923066,0.0545099084530886,0,0.122930686982681,0,0.0732147866785638,0,0.432259774860767,0.901855523320771
TCGA-D3-A8GO-06A-11R-A37K-07,0.689003338824398,0.0483026943433741,0.121905740973597,0,0,0.0246706342259927,0,0.116117591632638,0,0.54559138990451,0.863298920037624
TCGA-D3-A8GP-06A-11R-A37K-07,0.972417026525313,0,0.0189514663991515,0,0,0.00475832175139652,0,0.00387318532413876,0,0.398442515129239,0.918748611532537
TCGA-D3-A8GQ-06A-11R-A37K-07,0.515412004583112,0,0.419206206481223,0,0,0.0535722832806215,0,0.0118095056550429,0,0.322265332378311,0.951488846420451
TCGA-D3-A8GR-06A-11R-A37K-07,0.935506007158154,0,0.0417400935121245,0,0,0.0182958714379636,0.00445802789175742,0,0,0.339492870619291,0.941532158016229
TCGA-D3-A8GS-06A-12R-A37K-07,0.706314833875369,0.000897706202219314,0.0219032037008005,0.0736655127367912,0,0.13489392934515,0,0.06232481413967,0,0.62771064602192,0.801514996280981
TCGA-D3-A8GV-06A-11R-A37K-07,0.903452214325935,0.000140115439608286,0.0802069699357831,0,0,0.0146448675546129,0,0.00155583274406026,0,0.637672258747806,0.821309197538112
TCGA-D9-A148-06A-11R-A18S-07,0.906386306396678,0,0.0343983263787798,0.0105091283387038,0,0.0321063142835195,0,0.0165999246023191,0,0.402787258715062,0.917283775962582
TCGA-D9-A149-06A-11R-A18S-07,0.772456115905836,0.000213860822309464,0.0330295069203824,0.0477855399615779,0,0.0932477579600006,0,0.0532672184298935,0,0.451081944253304,0.895229884070971
TCGA-D9-A1JW-06A-11R-A18S-07,0.815842843113967,0.00127971096576125,0.0110682502050519,0.0232013508653318,0,0.104082707414536,0,0.044525137435352,0,0.543577671602834,0.851769980048119
TCGA-D9-A1JX-06A-11R-A18S-07,0.860967750987611,0.000101984953941829,0.0141431519789015,0.0116274534715118,0,0.111253820765917,0,0.00190583784211693,0,0.52532739658094,0.860462712157411
TCGA-D9-A1X3-06A-11R-A18S-07,0.969837774137302,0,0.0243944669642192,0,0,0.0018500741739798,0,0.00391768472449939,0,0.334443845386417,0.943765740069589
TCGA-D9-A3Z1-06A-11R-A239-07,0.665444495311134,0.000150547646197423,0.0241699765692377,0.080008106123705,0,0.156730264843605,0,0.0734966095061208,0,0.340741940203212,0.949789989447873
TCGA-D9-A3Z3-06A-11R-A239-07,0.760144530331208,0.00574363173869407,0.0793112097578905,0.00740338154457239,0,0.0764928339958314,0,0.0709044126318035,0,0.454571539188153,0.894478804691147
TCGA-D9-A3Z4-01A-11R-A239-07,0.810704116340328,0.000557363379277936,0.104607663673898,0,0,0.069667384094892,0.0071236255275378,0.00733984698406705,0,0.484499468611819,0.883604636677057
TCGA-D9-A4Z2-01A-11R-A24X-07,0.890840134448766,0,0.0852783134136769,0,0,0.0236783928092338,0,0.000203159328323491,0,0.622408085390211,0.828005531421398
TCGA-D9-A4Z3-01A-11R-A266-07,0.900811286683508,0,0.0426717628314397,0,0,0.056516950485052,0,0,0,0.389793185638275,0.921831836840746
TCGA-D9-A4Z5-01A-11R-A266-07,0.795951052396803,0,0.135047572425031,0,0,0.0633206219303257,0,0.0056807532478406,0,0.338528989434509,0.941498242367991
TCGA-D9-A4Z6-06A-12R-A266-07,0.925246396828964,0.000123404430903052,0.056525150623787,0,0,0.00558627674463707,0.0124172082533783,0.000101563118330711,0,0.264244609258376,0.969430881106711
TCGA-D9-A6E9-06A-12R-A311-07,0.493190136600892,0.000852502580704475,0.0361590053349941,0.138563484581962,0,0.271376615997268,0,0.0598582549041784,0,0.754071708490544,0.663889388666999
TCGA-D9-A6EA-06A-11R-A311-07,0.943747222983551,8.56336094893251e-05,0.0164626480838759,0.00147742098111156,0,0.0312409960197265,0,0.0069860783222459,0,0.438340887628919,0.902875383871507
TCGA-D9-A6EC-06A-11R-A311-07,0.925345847406897,0,0.0421531104994237,0,0,0.0228700265589118,0,0.009631015534768,0,0.48450520626789,0.884806753831439
TCGA-D9-A6EG-06A-12R-A32P-07,0.933007541954873,0,0.0588787191608116,0,0,0.00811373888431551,0,0,0,0.354597746347964,0.935760150156361
TCGA-DA-A1HV-06A-21R-A18S-07,0.73882862046146,0.00879464891278927,0.0456406756437718,0.0196287512546113,0,0.150072224182791,0,0.0370350795445769,0,0.672543318914762,0.773602518632495
TCGA-DA-A1HW-06A-11R-A18U-07,0.824812133499278,0.00175085604790678,0.0391701111880833,0.0186910458423824,0,0.0976329572878319,0.00911901543013379,0.00882388070438358,0,0.345626538709557,0.939479099553551
TCGA-DA-A1HY-06A-11R-A18T-07,0.652263061855557,0,0.321559666810164,0,0,0.0123725759849871,0,0.013804695349292,0,0.435403538147377,0.902115788539526
TCGA-DA-A1I0-06A-11R-A20F-07,0.653867866194614,0.0443459930579666,0.17822142812943,0.00415997247487849,0,0.0553669686216513,0,0.064037771521459,0,0.433341478682743,0.904746597492239
TCGA-DA-A1I1-06A-12R-A18U-07,0.713120978425168,0.000726700872612781,0.101873886995267,0.0281152131703518,0,0.0977367017641581,0,0.0584265187724431,0,0.503848279484108,0.871401221697854
TCGA-DA-A1I2-06A-21R-A18U-07,0.812073848735786,0.00154329443398903,0.0680154424988874,0.0066842065526816,0,0.0837814020178725,0,0.0279018057607831,0,0.370597611200839,0.929183825939975
TCGA-DA-A1I4-06A-11R-A18U-07,0.727834563887759,0.000326878095346056,0.198667900360647,0,0,0.067554938386035,0.00561571927021257,0,0,0.509820820352498,0.872438454153507
TCGA-DA-A1I5-06A-11R-A18T-07,0.661199851500262,0.00261963076253137,0.143267644392169,0.0107981484180908,0,0.149445977172527,0.0105313236831997,0.0221374240712206,0,0.642978952959989,0.792557167265943
TCGA-DA-A1I7-06A-22R-A18S-07,0.621518893159283,0,0.322573250849037,0,0,0.0496475482241363,0.00359108854416369,0.00266921922337937,0,0.467552666588968,0.887872488398783
TCGA-DA-A1I8-06A-11R-A18T-07,0.767235979620487,0.00061144158667864,0.198965388254103,0,0,0.0331871905387311,0,0,0,0.438905056133741,0.902547210462343
TCGA-DA-A1IA-06A-11R-A18S-07,0.970702567657109,0,0.00997008703855093,0,0,0.0153074607284569,0.000517348819808955,0.00350253575607472,0,0.438676879577437,0.902642026985981
TCGA-DA-A1IB-06A-11R-A18S-07,0.315882947648957,0.0244147216829223,0.096213463717123,0.0342718865698936,0,0.150969789221644,0.0599757589947114,0.318271432164749,0,0.612233933072135,0.791214548663909
TCGA-DA-A1IC-06A-11R-A18S-07,0.939804891633924,0.000962460571396415,0.0270267797567362,0,0,0.0261329435633322,0,0.00607292447461102,0,0.343009182602554,0.940241825740861
TCGA-DA-A3F2-06A-11R-A20F-07,0,0.015731404427007,0.134595359306131,0.223644977492923,0,0.386787236244814,0,0.239241022529126,0,0.31899010799135,1.19007018226839
TCGA-DA-A3F3-06A-11R-A20F-07,0.954485150512171,0,0.00734977482944601,0,0,0.0245315897768395,0,0.0136334848815438,0,0.524612683510899,0.867610709213423
TCGA-DA-A3F5-06A-11R-A20F-07,0.772951029918502,0.000856699905282645,0.196207394935547,0,0,0.0193395492895068,0.00500835402898439,0.00563697192217685,0,0.104858843121852,1.02506108392382
TCGA-DA-A3F8-06A-11R-A20F-07,0.573676013895532,0.00393993015137577,0.045216435141675,0.100696798848748,0,0.249963332838902,0,0.0265074891237677,0,0.735203096949857,0.692460848268679
TCGA-DA-A95V-06A-11R-A37K-07,0.764535591126973,0.00721415949956411,0.0444742603481277,0.015257375809713,0,0.102170065816642,0,0.0663485473989804,0,0.32198688755176,0.950477990451112
TCGA-DA-A95W-06A-11R-A37K-07,0.891491822985293,0.000196777157769757,0.0183305955906535,0,0,0.0746914418989618,0.00353350527338246,0.0117558570939392,0,0.379764470300269,0.925675488210877
TCGA-DA-A95X-06A-11R-A37K-07,0.854479100187373,0,0.0716869751480986,0.00681660817730404,0,0.0570563165696792,0,0.00996099991754544,0,0.494574411809747,0.88017489672784
TCGA-DA-A95Y-06A-11R-A37K-07,0.958170755362257,0.00554140170819788,0.0193448538593719,0,0,0.0122833520127298,0,0.00465963705744319,0,0.580568898395346,0.844284000447146
TCGA-DA-A95Z-06A-11R-A37K-07,0.947884867127769,4.52014296162247e-05,0.0136337683606377,0,0,0.0297099159076414,0,0.0087262471743355,0,0.372252672244956,0.928988686025121
TCGA-DA-A960-01A-11R-A37K-07,0.939152009851803,0.000914995602523732,0.0196912361672624,0,0,0.0155367103700369,0,0.0247050480083741,0,0.354615063707199,0.935849554660966
TCGA-EB-A1NK-01A-11R-A18T-07,0.857555815882892,0.00416487166646029,0.10137751344605,0.000366723522813574,0,0.0223736625856498,0,0.0141614128961341,0,0.447906913831102,0.900100071026717
TCGA-EB-A24C-01A-11R-A18T-07,0.90790956817145,0,0.0834724891384933,0,0,0.00748945876701363,0,0.00112848392304269,0,0.373210926850457,0.928560442296754
TCGA-EB-A24D-01A-11R-A18T-07,0.94841081299026,0,0.0271025026563808,0,0,0.0115503900999392,0,0.0129362942534197,0,0.41036841011761,0.914218761158247
TCGA-EB-A299-01A-21R-A18U-07,0.767531549107666,0.00289976953301765,0.189825753549417,0,0,0.0382052811473846,0,0.0015376466625151,0,0.619989998464817,0.828318428867508
TCGA-EB-A3HV-01A-11R-A21D-07,0.853621081676612,0.0024503035021198,0.0968118536687074,0,0,0.0429432599601436,0.000431037997356918,0.00374246319506053,0,0.693110502629121,0.797132195485028
TCGA-EB-A3XB-01A-11R-A239-07,0.901487591925345,0.000205109031414024,0.0255814333933386,0.0190655338620578,0,0.0312669066477367,0,0.0223934251401077,0,0.410968026039214,0.914277999331469
TCGA-EB-A3XC-01A-11R-A239-07,0.815581729133738,0.00188793715798994,0.126149329817286,0,0,0.0362588459220244,0,0.0201221579689615,0,0.407153807305178,0.915546570581747
TCGA-EB-A3XD-01A-22R-A239-07,0.578487234578857,0.0152151166663312,0.23071930439231,0.0277726446796988,0,0.0856282748609035,0,0.0621774248218992,0,0.510612465583154,0.868593093500648
TCGA-EB-A3XE-01A-12R-A239-07,0.825795666407617,0.00448781406920456,0.0790636168726765,0.0169185977451651,0,0.0301871441729109,0,0.0435471607324254,0,0.697080050683382,0.800428850177718
TCGA-EB-A3XF-01A-31R-A239-07,0.880497911944148,0,0.0634099022043859,0,0,0.0533839973315899,0.000241527826167984,0.00246666069370802,0,0.520988174382232,0.869053149726053
TCGA-EB-A3Y6-01A-21R-A239-07,0.913259358912557,0,0.0585033474969049,0,0,0.022427270729871,0,0.00581002286066744,0,0.515467618260822,0.872409687806636
TCGA-EB-A3Y7-01A-11R-A239-07,0.950850177502719,0.00104914109440753,0.0385487602924788,0,0,0.0047345472638491,0,0.00481737384654565,0,0.595781537877186,0.837882980215654
TCGA-EB-A41A-01A-11R-A24X-07,0.922406073456891,0.000734563910729982,0.0510309141604011,0,0,0.0102782848202686,0.00885940537484368,0.00669075827686511,0,0.315502804115519,0.95042908390372
TCGA-EB-A41B-01A-11R-A24X-07,0.935032386444232,6.9053274619626e-05,0.0102629721027456,0.0158451529259639,0,0.0228627021815214,0,0.0159277330709172,0,0.356353540519065,0.935169056723443
TCGA-EB-A42Y-01A-12R-A24X-07,0.706992203280491,0.000498686619201587,0.200504537453255,0.013913921531445,0,0.0610673619188573,0,0.0170232891967497,0,0.423417427160784,0.908225954629508
TCGA-EB-A42Z-01A-12R-A24X-07,0.888118799108501,0.00232798541327712,0.0480853660745514,0.0100294138062908,0,0.0128948854549064,0,0.038543550142473,0,0.672065932279843,0.809958239843236
TCGA-EB-A430-01A-11R-A24X-07,0.900995892753423,0.0005129703567929,0.0433870992520408,0.0187823168378487,0,0.015103548576931,0,0.0212181722229635,0,0.477930273125024,0.888739782619461
TCGA-EB-A431-01A-11R-A266-07,0.974713445523102,0,0.00932766940116846,0,0,0.00729957094825218,0,0.00865931412747715,0,0.497307323073195,0.8787268456254
TCGA-EB-A44N-01A-11R-A266-07,0.750700257635044,0.00820002490954576,0.162552079039721,0.00514845905785024,0,0.0325654877304138,0,0.0408336916274258,0,0.450166568504954,0.899378934134453
