Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
TCGA-D3-A1Q5-06A-11R-A18T-07,0.192457556490298,0,0.00425680168657841,0.125872149734331,0,0,0,0.0200520622703867,0.136070093588404,0,0.0471403786241067,0.00874045373206832,0,0.398750240619634,0.0164093376101528,0.0431959197767898,0,0,0.0070550058672511,0,0,0,0,0.104305028090964,1.07657603886403
TCGA-D3-A1Q6-06A-11R-A18T-07,0.0567764963346097,0,0.0201511545433248,0.040869471608115,0,0.227587114143766,0.0129401078602211,0.0573720868489657,0.0153428112528709,0,0.0485021174996484,0,0,0.0775457035177134,0.04490565856979,0.279913968429137,0,0.0352056032379929,0,0.0184813046544755,0,0.0644064014993689,0,0.00210278207739062,1.08795157599185
TCGA-D3-A1Q7-06A-11R-A18T-07,0.00835023861022282,0,0.0436171605034238,0.0888607478627895,0,0.174686473590978,0,0.0915453552887492,0.0335598018383336,0,0.0437044761463106,0.0116591300980218,0.0245343097693956,0.199912160334601,0.159288218459979,0.115444859754535,0.00483706774266046,0,0,0,0,0,0,0.431555434259365,0.903238507720542
TCGA-D3-A1Q8-06A-11R-A18T-07,0.0788549742677624,0,0.031083937664415,0,0.0349364129280634,0.0389573008284513,0,0.0754032349393801,0.0398617196282651,0,0,0.0353484572706052,0.0619048260547834,0,0.0305727790840952,0.436794602442476,0,0,0.134188651798151,0,0,0.00209310309355192,0,0.111515814006102,1.0448306251067
TCGA-D3-A1Q9-06A-11R-A18T-07,0.0439896622690721,0,0.03568765792059,0.113684743505094,0,0.0263650733431249,0,0.108933066236427,0.0635452806298987,0,0.00806814990213738,0.00928594404947515,0,0.338368018139108,0.0401759382423532,0.178024839945588,0,0,0.0338716258171321,0,0,0,0,0.128654844276887,1.05696631287899
TCGA-D3-A1QA-07A-11R-A37K-07,0.0616038065644081,0,0.0150498462068612,0.195413575051082,0,0.00143545301353062,0.00410948290849563,0.11452877571629,0.035152073928492,0,0.022064651198274,0.020172122135221,0,0.233665855438224,0.0706500764287334,0.200813481507875,0,0,0.0253407999025135,0,0,0,0,0.045534106268307,1.08448684199079
TCGA-D3-A1QA-06A-11R-A18T-07,0.00987772464611758,0,0.0310004643346427,0.150238240804593,0,0,0.00430777439210908,0.101881705241772,0.00793802175026895,0,0,0.00703611662164043,0,0.0905838714872333,0.0367255971487,0.337465161106177,0.000688038634992951,0.00536330302262466,0.209700940988104,0,0.00385787280335353,0.00333516701767149,0,-0.0134850591061421,1.09772108445045
TCGA-D3-A1QB-06A-11R-A18T-07,0.00645084211757784,0.0070513080790368,0.0381312451244862,0.460935247161811,0,0,0.00361971241945853,0.087975640098987,0.126494593739433,0,0.00890418546900062,0.0354234381906862,0.0193396058349132,0,0.0955623635910021,0.109871348891712,0.000240469281895706,0,0,0,0,0,0,0.270405611474795,1.00612974010645
TCGA-D3-A2J6-06A-11R-A18T-07,0,0.00200389384195231,0.0167830615746374,0.339834466791437,0,0,0.0305937885909376,0.139848665618401,0.0196552856330014,0,0,0.0708164166982971,0,0.266012955346264,0.0391615751425973,0.0211017835775982,0.00216710542808691,0,0.0360427206749007,0,0.0159782810818892,0,0,0.0781708752930987,1.09022552828164
TCGA-D3-A2J7-06A-11R-A18T-07,0.00998462119469085,0.00498444328160573,0.0381331593014251,0.0910744303746516,0,0.0290374708405516,0,0.133034991659419,0.0797117866096044,0,0.014800029019665,0,0,0.377408592698611,0.0681305592025561,0.123013689728271,0,0,0.0306862260889476,0,0,0,0,0.127145805527499,1.06360674697235
TCGA-D3-A2J8-06A-11R-A18T-07,0.0225516292226675,0.00577140735984543,0,0.165338127153898,0,0.0870540071251876,0.0713374258214887,0.0661396079559316,0.0231663415375795,0,0.0667566414252262,0.00531364627443036,0,0.102676662533256,0.162942084295454,0.183972970162501,0,0,0.0369794491325338,0,0,0,0,0.516231590036482,0.856253326321113
TCGA-D3-A2J9-06A-11R-A18T-07,0.0494100599257984,0.00899822518817656,0,0.340079522286121,0,0,0,0.101756982574115,0.0783273512259631,0,0.00363805141586449,0,0,0.21303781654784,0.101553212728564,0.103198778107557,0,0,0,0,0,0,0,0.458132078531376,0.889415831537849
