Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
TCGA-D3-A2JA-06A-11R-A18T-07,0.00399620696746348,0,0.0056563196926222,0,0,0.0585740735466435,0.00111273533988267,0.0503307576141251,0.00469519972948537,0.0491664287850685,0.00537567646300088,0.00823622630738127,0,0.365261261173199,0.0624236299944429,0.342672113923289,0,0,0.042499370463396,0,0,0,0,0.702369702073299,0.72025983390743
TCGA-D3-A2JB-06A-11R-A18T-07,0.15666032475532,0.172842543732057,0,0.0811422402794375,0,0.0908206886648043,0,0.118686778540843,0.0641057239281006,0,0.057128352342517,0,0.0177779580875709,0.111304123179834,0.0686907467016619,0.060840519787853,0,0,0,0,0,0,0,0.50262515787941,0.864670036283123
TCGA-D3-A2JC-06A-11R-A18T-07,0,0,0.0401162405165554,0.160040933717326,0,0.0424923568808868,0.000875247012284403,0.0888843428198959,0.0886253853414838,0,0.0179996677017638,0.0259903743189582,0.0497047672902982,0.235116473686973,0.0762815534663414,0.147254340041469,0,0.00651308117814418,0.010355821517832,0,0.0097494145097888,0,0,0.193251892655524,1.01668483418134
TCGA-D3-A2JD-06A-11R-A18T-07,0.355171472218255,0,0.0268304459893912,0.102986315351359,0.0146055485605218,0.0288188071276648,0,0.128623825941909,0.0929141800683611,0,0.0195963945009502,0.000169907488436258,0,0.146764271061423,0.0135282780218359,0.0608148160267543,0,0,0.00917573764313871,0,0,0,0,0.169224785896362,1.03361483717345
TCGA-D3-A2JE-06A-11R-A37K-07,0.246303598598783,0,0.0974574531589298,0.0314066461670515,0,0.0661251243913722,0,0.135842793259069,0.0314709501089771,0,0,0.0259790945233974,0,0.2085722948672,0.0594822378233841,0.0840205697357027,0,0,0.0133392373661329,0,0,0,0,0.0190787818086707,1.0805346932972
TCGA-D3-A2JF-06A-11R-A18S-07,0.0343284644225182,0.0573942257032165,0,0.0717564973312545,0,0.0651083326211838,0,0.0863034282764279,0.0553392898246112,0,0.0191452054584652,0.0166997778600056,0.00331974462591657,0.204813946492779,0.199346858490115,0.141965795221606,0,0,0.0444784336718995,0,0,0,0,0.250936443389074,1.00141816937893
TCGA-D3-A2JG-06A-11R-A18T-07,0,0.0369334094364943,0.0519437958070396,0.208883445099301,0,0.152052019406481,0,0.107447417827722,0.0120624724847091,0,0,0.0407000922788507,0.0707772869553519,0.0940000882990218,0.0114915766960064,0.0433542146315459,0.000676676619666651,0.00505356417708508,0.154805393921836,0,0.00981854635888959,0,0,-0.000934652050283778,1.09041925783578
TCGA-D3-A2JH-06A-11R-A18T-07,0.0443719575065816,0,0.00512255413783053,0.458000462145711,0,0,0.0597801228281441,0.0964526979388484,0.0907718985871062,0,0.0022510300821953,0.0119065007462196,0.0172968517235403,0,0.0763126973200915,0.130911060552696,0.00107238296051846,0,0.00574978347051696,0,0,0,0,0.298335948264196,0.984526528008976
TCGA-D3-A2JK-06A-11R-A18S-07,0,0.0204100529639881,0.00173892149803202,0.00602159427101224,0,0.0190892554949036,0,0.00901965232178446,0.040374167983499,0,0.0757870243574141,0,0,0.691358085676208,0.0127569720808039,0.114123553103678,0,0,0,0,0.00932072024867635,0,0,0.245505507885645,1.0932247689373
TCGA-D3-A2JL-06A-11R-A18S-07,0.0118019371292507,0,0.0225248178362857,0.232055440329054,0,0.0418008923127233,0,0.0440043425445808,0.0817466041368959,0,0,0.0295062537099906,0,0.348446355499,0.0886843755976582,0.0525385405885009,0,0,0.0468904403160597,0,0,0,0,0.217628684044481,1.01861308451916
TCGA-D3-A2JN-06A-11R-A18S-07,0,0.200908720246758,0.0541895889846173,0.186531371870762,0,0,0.00191574258634796,0.0595074749430298,0.0627863463597454,0,0,0.0465639840842234,0.0230543786972882,0.173635820845493,0.12488526012486,0.0168028647822833,0.0247049586680215,0,0.0245134878065706,0,0,0,0,0.274609726110095,0.975806162223585
TCGA-D3-A2JO-06A-11R-A18S-07,0.011383659738631,0,0.036883507443956,0.196884807431085,0,0,0.0290007938102229,0.0921776381166217,0.0379557081774896,0,0.0445989256470907,0.0223746707186808,0,0.299251859250067,0.106804533828402,0.0811331094032183,0.00389225376631312,0,0.0376585326682211,0,0,0,0,0.331492963438835,0.956026741276217
TCGA-D3-A2JP-06A-11R-A18S-07,0,0,0.0317235936612812,0.189511143234911,0,0.0960069249420056,0,0.0429723839948479,0.0804402180592336,0,0,0.0298912317307474,0.0440898081214417,0.049450995194567,0.167180294042547,0.162865927671584,0.0117355136748725,0,0.0941319656719614,0,0,0,0,0.0885959925934416,1.06563682242749
TCGA-D3-A3BZ-06A-12R-A18S-07,0.102415386119703,0,0,0.144241523489331,0,0.0648282267495718,0.00646903195316925,0.0597094488386542,0.115990774324341,0,0.0285746508465324,0.0103100721692917,0.0290646430553347,0.173654766829002,0.121054880660421,0.0911888001555507,0.0069176832869851,0,0.0429795272381846,0,0.00260058428392674,0,0,0.266400660017407,0.980738579156596
TCGA-D3-A3C1-06A-12R-A18S-07,0.195136207119667,0,0.0666192959351945,0.1638516587123,0,0,0,0.0741390007371519,0.145542180129583,0,0.096698440442927,0,0.0142932853044202,0.138403579765202,0.0032954089642635,0.0794734410638115,0,0.00529094171873055,0.0172565601067488,0,0,0,0,0.039365989842457,1.07697603465771
TCGA-D3-A3C3-06A-12R-A18S-07,0.0679196291031935,0,0,0.177092437229658,0,0.141959967721155,0,0.0885419180883287,0.0649008535755882,0,0,0.0185874321751224,0.0121011377476035,0.0565710313529644,0.114138195485567,0.229928540288461,0.00265219594188453,0,0.0256066612904741,0,0,0,0,0.0503820273897889,1.0801742230541
TCGA-D3-A3C6-06A-12R-A18U-07,0.00339902203092076,0.00633056365817844,0,0,0,0.0247855976092441,0,0.023049929474705,0.0571110590695366,0.0318273174592358,0.0402825711434932,0,0,0.586011448412924,0.0137934727635404,0.170222267772567,0,0,0.0431867506056552,0,0,0,0,0.174497739083731,1.1061598066904
TCGA-D3-A3C7-06A-11R-A18U-07,0.000196114072993739,0,0.0254367695184855,0.0656712536330402,0,0,0,0.0879830871619128,0.0727646481230173,0,0.0299871140246552,0,0,0.497284603477833,0.0199787830827407,0.12897460031474,0,0,0,0.0717230265905812,0,0,0,0.384505826271174,0.948747185843631
TCGA-D3-A3C8-06A-12R-A18S-07,0.0142478755718832,0,0,0.42504299429432,0,0.0801177283924249,0.0754346097443826,0.115050463060516,0.0539407658517993,0.00198993254727137,0,0.0152751235095827,0.00569629608604762,0.025110294509198,0.0770940516217019,0.0782273351290651,0.00768644883872664,0,0.0250860808430803,0,0,0,0,0.348220806244102,0.95910122948053
TCGA-D3-A3CB-06A-11R-A18S-07,0.0360810124711406,0.0269622976410913,0.0313074913550471,0.132602287693373,0,0,0,0.0308665742479645,0.102701688178824,0,0.0308742717653042,0,0,0.402352616542732,0.0664008710251035,0.112764344444234,0,0,0.0270865446351848,0,0,0,0,0.534979034914676,0.844354277492386
TCGA-D3-A3CC-06A-11R-A18S-07,7.33100097149793e-05,0.0108972393530211,0.0212375793595012,0,0,0.420169310600316,0,0.0131371821558917,0.122478127735403,0,0.0487908675685199,0,0.0908729643951715,0.0285188763570461,0.00418808071550106,0.12646646805419,0,0.0123054181610614,0.100864575534661,0,0,0,0,-0.00871333288925699,1.09925136729355
TCGA-D3-A3CE-06A-11R-A18S-07,0.00119338092286346,0,0.130890876831597,0.231394163794449,0,0.0566641732969592,0.00196812408885758,0.0639895308821868,0.0416390101164967,0,0,0.0457676746362905,0.0748711194442518,0.0779902103319407,0.0885302419198937,0.12139805200789,0.000792907345868146,0,0.0629105343804556,0,0,0,0,0.12722125158096,1.03110790806063
TCGA-D3-A3CF-06A-11R-A18T-07,0.183885303068894,0.0372767237092916,0,0.00391953732339306,0,0.107710548332752,0.000775332291709747,0.0884251552306211,0.0599458443967826,0,0.0538832902464804,0,0.0344225813842167,0.143094544534642,0.111710014920068,0.123880862314222,0,0,0.0510702622469265,0,0,0,0,0.0892047543121096,1.0523348162574
TCGA-D3-A3ML-06A-11R-A21D-07,0.176016149838651,0,0.0284286187823747,0.0363099833409713,0,0.16023388623189,0,0.126074890479645,0.0129194538280359,0,0.00436050266404009,0.00262642434795758,0,0.0749013018574006,0.0481093488121599,0.301106679029109,0,0,0.0289127607877651,0,0,0,0,-0.0374562149016684,1.10230125427406
TCGA-D3-A3MO-06A-11R-A21D-07,0,0,0.0389617928252325,0,0,0,0,0.043839609394026,0.0119401789182444,0,0.0162299796577395,0,0,0.853965337096969,0,0.0234239924163829,0,0,0.0116391096914054,0,0,0,0,0.666078868231589,0.772164403757902
TCGA-D3-A3MR-06A-11R-A21D-07,0,0.0349600397284655,0,0.272245315671038,0,0.00271598329321472,0.0128754280069844,0.0688536207737509,0.0645946342503925,0,0.0284539368216745,0.0211323879918335,0,0.289206855713567,0.0987238419903446,0.0821816637356642,0,0,0.0240562920230699,0,0,0,0,0.35389636695715,0.946994085339005
TCGA-D3-A3MU-06A-11R-A21D-07,0.0230387764847776,0.010579910127236,0.00027164703500002,0.0269957087489528,0.000505838785633093,0,0,0.0172845451403711,0.0434238965161417,0,0.0423201080650497,0,0,0.658605562201403,0.0628970018651493,0.0533849575532406,0,0,0.0606920474770451,0,0,0,0,0.597956544977941,0.808168463663703
TCGA-D3-A3MV-06A-11R-A21D-07,0,0.02309780052828,0.0456126318399071,0,0.0470102223938272,0.332123577027981,0,0.00422274052530207,0.0931070966720667,0,0.13617081474123,0,0,0.282949949177716,0.00218062248362068,0,0,0,0.0335245446100698,0,0,0,0,0.0304814062505003,1.10359459524678
TCGA-D3-A51E-06A-11R-A266-07,0,0,0.0684965753967333,0.188466266698678,0,0.0820822541856238,0.0211081084458071,0.175479524950019,0.0179266952749664,0,0.0327758132719121,0.00173343429991978,0.0219580288305458,0.137501963013495,0.101992610845187,0.138366556533659,0,0,0.0121121682534535,0,0,0,0,0.084871431194201,1.06189482792296
TCGA-D3-A51F-06A-11R-A266-07,0,0,0.000565087851298809,0.489500028113894,0,0,0,0.106235071636532,0.0935827792062698,0,0,0.0318744926990093,0.023874972806295,0,0.0745269109875596,0.170261154909366,0.00259761864216529,0,0.00698188314760961,0,0,0,0,0.402043305402228,0.929331021082509
TCGA-D3-A51G-06A-11R-A266-07,0,0,0.0141218983470427,0.120026903243169,0,0,0,0.168141487406315,0.0399613464414705,0,0.00393020947155079,0.0097898733919318,0,0.404949631104498,0.0850419204488479,0.128765952329486,0,0,0.0252707778156886,0,0,0,0,0.275876768577024,0.99755945361409
TCGA-D3-A51H-06A-12R-A266-07,0.476556493331147,0.064915949711839,0,0.0645728575335501,0.0194397818164961,0.0311055255887382,0.00664503200323717,0.0393632569426983,0.0493273886413412,0,0.0237719689205166,0,0,0.124318303008396,0.0457540723703931,0.0542293701316466,0,0,0,0,0,0,0,0.638047896381778,0.774703467651225
TCGA-D3-A51J-06A-11R-A266-07,0.016922077357193,0,0.0358295395795367,0.207818789245833,0,0,0.00635882644178267,0.0724453857435899,0.0967734722761686,0,0.0178648145973123,0.0245124923153638,0.0611361540734773,0.194988565699147,0.0878465402141082,0.118242591308633,0,0,0.0592607511478547,0,0,0,0,0.221534740892405,0.998907613276711
TCGA-D3-A51K-06A-11R-A266-07,0.0106651966571182,0.00277421629198139,0.222412924927299,0.274006722806684,0,0,0,0.137081221072947,0.0343985123956258,0,0.0284943048556646,0.0428577960841413,0.0258019646151038,0.010808011652014,0.0352922963378763,0.165317812853076,0,0,0.0100890194504683,0,0,0,0,0.0506937701704973,1.06516455434957
TCGA-D3-A51N-06A-11R-A266-07,0,0.0815244069368552,0.00200583076999096,0.0382178761340542,0,0.0161653715278256,0.000830584919219654,0.0343598170070527,0.0321095955750179,0,0.0223024855520923,0,0,0.523560631200843,0.09633872793935,0.141533131903042,0,0,0.011051540534657,0,0,0,0,0.311589039016508,1.0026294225985
TCGA-D3-A51R-06A-11R-A266-07,0.18733482818778,0,0.020697114841699,0,0,0.392736417378054,0,0.112836039634948,0.0203527015450425,0,0.0499033591082014,0.0546966936298783,0.0291702795879502,0.0978528591907185,0.00601952817792681,0.0158992981139915,0,0,0,0.0125008806038102,0,0,0,0.0105248417774677,1.1139008626787
TCGA-D3-A51T-06A-11R-A266-07,0.0938645859821879,0.0414839809337627,0.0417686147660614,0.111542160327734,0,0.0608216071909345,0.0283532811167743,0.151705759815179,0.0154303872516021,0,0.0353322607727636,0,0.0264635024414432,0.192256517898787,0.0646598816966257,0.117005937772872,0,0,0.0193115220332733,0,0,0,0,-0.0028074748603085,1.08617688029299
TCGA-D3-A5GL-06A-11R-A27Q-07,0,0.0562304561920152,0.0163410934476286,0,0,0.189399215546064,0,0.146969254734022,0.100463178701378,0,0.082503342797052,0.00463219457142013,0,0.305612849525275,7.39489595359967e-05,0.067434401929669,0,0,0.0173217416773492,0,0.0130183219185909,0,0,0.0152112749169261,1.10459013685877
TCGA-D3-A5GN-06A-11R-A27Q-07,0,0,0.0549104663365504,0.151288543625782,0,0,0.0547386102239324,0.136765917332021,0.03127425349182,0,0.0197754734976244,0,0,0.34678456149468,0.086448723316408,0.0973219430225312,0,0,0.0206915076586511,0,0,0,0,0.273016802591233,0.986584584543907
TCGA-D3-A5GO-06A-12R-A27Q-07,0.00350844016238145,0,0,0.154263702187131,0,0,0,0.0769413825648692,0.0463177870826965,0,0.038024100712263,0,0,0.463840797094009,0.0683747189620592,0.137914688023034,0,0,0.0108143832115566,0,0,0,0,0.186372066807436,1.06027758931619
TCGA-D3-A5GR-06A-11R-A27Q-07,0.0126967652254633,0.243383621783937,0,0,0,0.0249086955902684,0.00507664791208382,0.0325845975583059,0.060519557411017,0,0.0498074517189378,0,0,0.408861416744828,0.113597004472214,0.0402702915473519,0,0,0.00829395003559249,0,0,0,0,0.450272022191488,0.896106570389789
TCGA-D3-A5GS-06A-11R-A27Q-07,0.00393894368168328,0,0.00114392663670146,0.148661688348218,0,0,0.015881181449057,0.0872866729486441,0.069521945220162,0,0,0.00647537478362314,0.00991990519401507,0.240717496612423,0.143240525794329,0.145586790064486,0.0229827633610065,0,0.10464278590565,0,0,0,0,0.11939176137918,1.05630106058509
TCGA-D3-A5GT-01A-12R-A311-07,0.00735104059846828,0,0.0108631520802365,0,0.07795507778683,0,0,0.125557662962076,0.0622708125455914,0.0152068470880249,0.0762407125395462,0,0.046368895046215,0.288243402125956,0.00628963274912954,0.0745848457131704,0.00511728615598491,0,0.158884405413658,0,0.0450662271951118,0,0,0.0428198774183096,1.07876016386052
TCGA-D3-A5GU-06A-11R-A27Q-07,0,0.0433112202332223,0,0.244064013523845,0,0,0,0.15118384626297,0.0051989208224279,0,0.0164470442727574,0.022838742063259,0.064723261961799,0.0373312307625038,0.105242640410798,0.204337689059292,0.00551102641199097,0,0.0998103642151345,0,0,0,0,0.08163625828762,1.05854131115634
TCGA-D3-A8GB-06A-11R-A37K-07,0.0548241958399317,0.0547640870851226,0.0332725100455165,0.245975424434212,0,0.0454917252199547,0,0.111140589826267,0.0894633475600412,0,0.0316239458168349,0.0233668707274357,0.0122096891850852,0.0318453226680377,0.123790780675379,0.113569867221072,0,0,0.0286616436951096,0,0,0,0,0.32135499983174,0.959272314079302
TCGA-D3-A8GC-06A-11R-A37K-07,0.0945656987881087,0,0.148791204313412,0.0146616806339366,0,0.0208607356688695,0.0134080092583516,0.085153642495921,0.0143030909598225,0.00167710817571625,0,0.0101940560756977,0,0.218473739447353,0.0354358732549536,0.315321837137779,0,0,0.0271533237900794,0,0,0,0,0.100597163373206,1.0548688853936
TCGA-D3-A8GD-06A-11R-A37K-07,0.125783961449905,0,0,0.181912269051059,0,0,0.0107782874199688,0.0811182201732334,0.0882673769648175,0,0.0594729878993863,0,0.0241516994613656,0.21046220611409,0.106167233136922,0.102188945183757,0,0,0.00969681314549504,0,0,0,0,0.378610112842156,0.928753113311131
TCGA-D3-A8GE-06A-11R-A37K-07,0.0743301274334943,0,0.0703431354341728,0.144558959853653,0,0.154741743183284,0,0.121024702640274,0.0304382873571566,0,0,0,0.00420589613466701,0,0.0901708150282907,0.297012454090875,0,0,0.0131738788441319,0,0,0,0,0.05632274962374,1.06782004860991
TCGA-D3-A8GI-06A-11R-A37K-07,0.00145249358820007,0,0.0276578391018895,0,0,0.0669573266418302,0,0.0313784147819097,0.045248252959779,0,0.0451654151078608,0,0,0.632822286122436,0,0.127178761609578,0,0,0.0085289045489661,0,0.0136103055375503,0,0,0.301143045803456,1.03424364794396
TCGA-D3-A8GJ-06A-11R-A37K-07,0.0131878298351361,0,0,0.291912765727413,0,0,0.0581623531823351,0.0631711808609527,0.0608495608198577,0,0.0332101898045663,0.0157306656953728,0,0.327427714795901,0.0827955920232545,0.0535521472552108,0,0,0,0,0,0,0,0.357670482103868,0.948117152701809
TCGA-D3-A8GK-06A-11R-A37K-07,0.0032359769893888,0.00228620446624188,0.00324169950772,0,0,0.199405874072031,0,0.0787770953841287,0.0521587373497924,0,0.06320803303574,0.013827787822026,0,0.454190929706291,0.00394088171479183,0.0901018268936869,0,0,0.0229487404945112,0,0.0126762125636499,0,0,0.0283611223926497,1.13273324912201
TCGA-D3-A8GL-06A-11R-A37K-07,0,0.0287427223758248,0.0696947519023465,0.000616596224906794,0,0.168672652769226,0,0.0665698504090979,0.0278113123761926,0,0.175867423805801,0,0.0255657170081529,0.392688619291316,0,0.0109476565260781,0,0,0.0206900991787766,0,0.0121325981322812,0,0,0.0431602214090112,1.10264051114577
TCGA-D3-A8GM-06A-11R-A37K-07,0.0995202243917958,0,0.0266027107630269,0.120712133133315,0,0,0.0243860802083244,0.109675324958732,0.0522126138032722,0,0.0554450114403734,0,0.00407536895078307,0.262787437202585,0.0804454990469542,0.151160601024863,0,0,0.0129769950759764,0,0,0,0,0.122581367246729,1.04765181169264
TCGA-D3-A8GN-06A-11R-A37K-07,0.0479643696943762,0,0.185261958692778,0.163009976176002,0,0.0408627728684759,0.00420383874569589,0.104577065960495,0.0965134347174601,0,0.0434252824969573,0.00586395778955657,0.0237040851548296,0.163114659580578,0.0487318942005971,0.0535418623041518,0,0.00218901796964747,0,0.0170358236483988,0,0,0,0.197496295942841,1.00110679902409
TCGA-D3-A8GO-06A-11R-A37K-07,0.191752062774679,0.0841027876949915,0.0298890190870145,0.104386717144205,0,0.0629201269065651,0,0.0367332179654242,0.130417702081046,0,0,0.0524684732759944,0,0.189151882864204,0.042527042476388,0.0249457918697079,0,0,0.0489590026158753,0,0,0.00174617324390499,0,0.173167852462577,1.02161619103861
TCGA-D3-A8GP-06A-11R-A37K-07,0,0.0136684440020226,0.018812831955586,0,0,0.164716284928342,0,0.247788447151279,0.0634129179308696,0,0.109671665283283,0,0,0.244869381160653,0,0.0345152867225951,0,0,0.10254474086537,0,0,0,0,0.0338431353904972,1.0919107270796
TCGA-D3-A8GQ-06A-11R-A37K-07,0.0661332431557616,0,0.0533479726746283,0.0931405332876723,0,0,0.0384919633276241,0.0839031400983359,0.0146008120824391,0,0.0310400232628247,0,0,0.407695486176051,0.0225480497642721,0.189098776170391,0,0,0,0,0,0,0,0.223943327359156,1.02353373381183
TCGA-D3-A8GR-06A-11R-A37K-07,0.106328088420724,0,0.0527629497702001,0.0291532460700784,0,0,0,0.0674038248187144,0.0411535780194792,0,0.0624908354202715,0,0.0201069611826365,0.113755874280121,0,0.427407633628869,0,0,0.079437008388906,0,0,0,0,0.0369985719831692,1.08363654791684
TCGA-D3-A8GS-06A-12R-A37K-07,0,0.00823098346820775,0.155581350242124,0.29158375056303,0,0,0.0311338293607864,0.0432429177211215,0.0503367970076989,0,0.049128486643579,0,0.0295614140332344,0.0858196124021042,0.0695712895542782,0.184243209702073,0,0,0.0015663593017624,0,0,0,0,0.135019174980767,1.03114675129263
TCGA-D3-A8GV-06A-11R-A37K-07,0.00572736206476621,0.000729734643878729,0.00296416155774596,0,0,0.0989698893732965,0,0.0393198889049322,0.0663671030216422,0,0.0437469303103705,0.0101621744128648,0,0.551847281717707,0,0.119643855769784,0,0,0.049668727011869,0,0.0108528912111431,0,0,0.162359524299352,1.09222628751329
TCGA-D9-A148-06A-11R-A18S-07,0.06316324095064,0,0.0699961068818338,0.142151842407888,0,0,0,0.102901764255863,0.0474743032985336,0,0.0490585878321024,0,0,0.369966836592531,0.0929507868475357,0.0623365309330722,0,0,0,0,0,0,0,0.189826217481664,1.0296317004501
TCGA-D9-A149-06A-11R-A18S-07,0.0543771545358391,0,0.0126371844229264,0.191364591149956,0,0,0.0390009793200795,0.0992967822841007,0.0536101212449857,0,0.0610757170245952,0,0.0239983112403014,0.115766727176377,0.0999728519696359,0.227022443608742,0,0,0.0218771360224611,0,0,0,0,0.0833080479492726,1.05989081179279
TCGA-D9-A1JW-06A-11R-A18S-07,0.0878330100898684,0,0,0.108442351363693,0,0,0,0.0548696142639384,0.106877834619792,0,0.034779188351817,0.00830615802080107,0.0299286969329537,0.260178265537151,0.150814898685876,0.0760383780607605,0.0021523820955259,0,0.0797792219778231,0,0,0,0,0.138939704104145,1.04621543966016
TCGA-D9-A1JX-06A-11R-A18S-07,0.0123464955509755,0,0.0483139962439041,0.374745887316657,0,0,0.0377302140780965,0.10613202549667,0.00256765125150335,0,0,0.0354126560573653,0.0850532051294807,0.0487443705372839,0.0659526482789921,0.128686268039378,0.00570490357311901,0,0.0408643827561414,0,0.00774529569043267,0,0,0.052034700660908,1.07894736850786
TCGA-D9-A1X3-06A-11R-A18S-07,0.00142873620571377,0.00510734321333535,0.00235811038203198,0,0,0.133945371527894,0,0.059433561325418,0.0246654865808034,0,0.0182014753153235,0,0,0.399796897442981,0,0.307454697959116,0,0,0.047608320047383,0,0,0,0,0.0220127099698897,1.14954026181121
TCGA-D9-A3Z1-06A-11R-A239-07,0.00102001743422838,0.00828520624513551,0.0746192938566311,0.190879814786211,0,0.0647373462293675,0.00552267051890412,0.0974625845763999,0.00535336054438745,0,0.0185676527695962,0.0411173663059876,0.0144752789465315,0.11367583368064,0.0475160130993004,0.247374749721467,0,0,0.0693928112852125,0,0,0,0,0.08466459431233,1.05240581968489
TCGA-D9-A3Z3-06A-11R-A239-07,0.247549694598926,0,0.0704836606255101,0.0368676510175839,0,0.00340358082571192,0.00207141217259431,0.0700532294178453,0.0491309800957,0,0.047576660104788,0.00166484251259321,0.00964525971726353,0.12749139026097,0.0976393126229239,0.164073915102118,0,0,0.0723484109254709,0,0,0,0,0.119700686946905,1.0354019178906
TCGA-D9-A3Z4-01A-11R-A239-07,0.0328160235738412,0,0,0.101972599930151,0,0.108601907379951,0,0.0819048341227482,0.0861839449231491,0,0.0624709986372651,0,0,0.174471692728958,0.0920426399479923,0.173571165312764,0.00450598049267612,0,0.0814582129505035,0,0,0,0,0.121448744121116,1.04340913141204
TCGA-D9-A4Z2-01A-11R-A24X-07,0,0.13478023014119,0,0,0,0.203461803193761,0,0.0632863000982118,0.0423609936715926,0,0.154210868558899,0,0.0338643165723314,0.168170038301901,0.00446297499542549,0.0717789899818622,0.00930570462981437,0,0.114317779855012,0,0,0,0,-0.00685907391754137,1.08944854260048
TCGA-D9-A4Z3-01A-11R-A266-07,0,0.0201582010589015,0.0463791850268508,0.0181259048697024,0,0.0334937058640538,0.0091078065537326,0.113799584156829,0.0573534720693693,0,0.0771024264813087,0,0.0475297149307399,0.145463060191965,0.00737342862627431,0.172008862888014,0.00214505493921365,0,0.230188118777632,0,0.0197714735654138,0,0,-0.00216306562251369,1.08301289408784
TCGA-D9-A4Z5-01A-11R-A266-07,0,0.0193105983704481,0.00688880738190231,0,0,0.240793037345044,0,0.0390708735532796,0.0724050480721899,0,0.0763552588474748,0.0123614191413694,0,0.16906768128459,0.00081376913310178,0.327036281020815,0,0,0.0358972258497849,0,0,0,0,0.0580715530312123,1.08073029593173
TCGA-D9-A4Z6-06A-12R-A266-07,0.000561689111010046,0.00220510603600931,0.0281679932233062,0,0,0.274630914091045,0,0.186830407327882,0.00255915036885091,0,0.0301647630589139,0,0,0.366587969772516,0,0.0584815509518983,0.00704664302659761,0,0.0249672391662602,0,0.0177965738657097,0,0,0.0880470613175179,1.08525183687234
TCGA-D9-A6E9-06A-12R-A311-07,0.0083850847645088,0,0.021911763227056,0.421587940783769,0,0,0.0596126513114419,0.0605562292117767,0.056183565554241,0,0.0781962695716328,0,0,0.190544060694516,0.0353096691475475,0.0490295098427571,0,0,0.018683255890753,0,0,0,0,0.295237656177625,0.983927536420334
TCGA-D9-A6EA-06A-11R-A311-07,0,0.102202846841315,0.0103459040360382,0,0.0244642246701896,0.197536422964134,0,0.0928655008694036,0.108406197450444,0,0.0584402079268949,0.0177920915032829,0.066035504520261,0.164905263077785,0.00632020072765746,0.0800452525661123,0.00736014304655432,0,0.0530660640680447,0,0.0102141757318833,0,0,-0.00593845544162451,1.08821546092285
TCGA-D9-A6EC-06A-11R-A311-07,0,0.0130023788843579,0.000186111818694449,0,0,0.0509438964482356,0,0.0210600889301718,0.0449050425318678,0,0.0459427502568691,0,0,0.575830276359488,0.00368389839708777,0.110694435428843,0,0,0.133751120944385,0,0,0,0,0.215324316353985,1.0690227952242
TCGA-D9-A6EG-06A-12R-A32P-07,0.00430012862561001,0.00353608202236935,0.00898426398269264,0,0.096899966606404,0.0809098721678034,0.000770741218589629,0.0348951941221791,0.0448916817238626,0,0.0698698677655809,0,0,0.456514039875872,0,0.129765518421801,0,0,0.0581878220751638,0,0.0104748213920716,0,0,0.0590145637862424,1.1184115784087
TCGA-DA-A1HV-06A-21R-A18S-07,0,0.0475232803551194,0,0.130221124468005,0,0.078275691397884,0,0.102870447538793,0.0607144501327292,0,0.020509147286474,0.00993191034242413,0.0479900972341898,0.223770508934586,0.127741238042378,0.10330543793983,0.0022230180472903,0,0.0449236482802976,0,0,0,0,0.175198429015729,1.02595100075371
TCGA-DA-A1HW-06A-11R-A18U-07,0.0190810427256316,0,0.0456320546233743,0.217960263986668,0,0.0771663336223711,0.0398901462010122,0.135925514452784,0.0166062230429782,0,0.121332643185085,0,0.0322149774465688,0.0864372484827577,0.107079452357114,0.0567477935181984,0.00171998558988127,0,0.0422063207655752,0,0,0,0,0.179764216363872,1.0281824485665
TCGA-DA-A1HY-06A-11R-A18T-07,0,0,0.0515007357434375,0,0,0.0152119054080208,0,0.0618544159997345,0.0314026142864749,0.043895346852661,0.0247087295967885,0,0,0.608365520919118,0,0.108217447566948,0,0.00847378812931765,0,0.0448967078884193,0.00147278760907947,0,0,0.309153952048621,1.02072981450439
TCGA-DA-A1I0-06A-11R-A20F-07,0.0352914008262444,0.0823639445098652,0.0290451365580817,0.115084131162343,0.00253024444518304,0,0,0.0942348259941565,0.172208296996805,0,0.0286220299955795,0.0181819230358828,0.00664542775691358,0.218712483151263,0.0153654506698584,0.157385105664229,0,0,0.0243295992335958,0,0,0,0,0.141835519987209,1.03451514614054
TCGA-DA-A1I1-06A-12R-A18U-07,0.0451046616426758,0,0.0318085593357357,0.10572024230651,0,0.117124321658832,0.0214230374809195,0.0499391754671108,0.0468371914654246,0,0.0275672546148091,0,0.00254748867664766,0.279270800844037,0.0820359840206885,0.172748935789417,0.00116231906701424,0,0.0167100276301776,0,0,0,0,0.137944219868922,1.04578270264995
TCGA-DA-A1I2-06A-21R-A18U-07,0.0799016611611492,0,0.0215390113029792,0.108860844499498,0,0.0972386380326496,0.00291229496136764,0.118426896598652,0.0462191164629579,0,0.0185325008688464,0.00837226022648027,0.0104218586719159,0.109153435312221,0.0986470272519178,0.257860580515757,0,0,0.0219138741336078,0,0,0,0,0.16055007231554,1.02553948015359
